ID,Site.name,Species.code,Sampling.method,Incub.Container,Vol..pre-filtered.water,Incub..Start.time,Incub..End.time,Time.elapsed,Wet.mass,Dry.mass,Comments,SRP,P.excretion,P.excretion.rate,NH4,N.excretion,N.excretion.rate,Ambient.historical.DOC,Ambient.DOC,DOC,C.excretion,C.excretion.rate,RamanArea,A254,SUVA254,SUVA.excretion,SUVA.excretion.rate,A280,A350,A440,S275to295,S350to400,SR,SR.excretion.rate,SR.excretion,BA,BA.excretion,BA.excretion.rate,FI,FI.excretion,FI.excretion.rate,HIX,HIX.ohno,HIX.excretion,HIX.excretion.rate,PeakA,PeakB,PeakC,PeakD,PeakE,PeakM,PeakN,PeakP,PeakT,C1,C1.excretion,C1.excretion.rate,C2,C2.excretion,C2.excretion.rate,C3,C3.excretion,C3.excretion.rate,C4,C4.excretion,C4.excretion.rate,C5,C5.excretion,C5.excretion.rate,C6,C7,C7.excretion,C7.excretion.rate,Ambient.RamanArea,Ambient.A254,Ambient.SUVA254,Ambient.A280,Ambient.A350,Ambient.A440,Ambient.S275to295,Ambient.S350to400,Ambient.SR,Ambient.BA,Ambient.FI,Ambient.HIX,Ambient.HIX.ohno,Ambient.PeakA,Ambient.PeakB,Ambient.PeakC,Ambient.PeakD,Ambient.PeakE,Ambient.PeakM,Ambient.PeakN,Ambient.PeakP,Ambient.PeakT,Ambient.C1,Ambient.Ambient.C2,Ambient.C3,Ambient.C4,Ambient.C5,Ambient.C6,Ambient.C7
950,L224,CTL3,TN,4L WP,3,10.44,11.14,30,NA,NA,,-0.206506349,-2.620707134,-5.241414268,50.63056793,3.958191259,7.916382518,3.6,3.462,6.25,4.404,8.808,133.8062211,10.29045545,1.646472872,-0.729022497,-1.458044995,7.007841793,1.861930179,0.364255308,0.021035945,0.019362531,1.086425347,0.023493847,0.046987693,0.551350968,-0.046235858,-0.092471716,1.337484951,0.035677952,0.071355904,4.48639665,0.817731006,0.009107235,0.018214471,0.671594516,0.204656071,0.385679199,0.145885676,0.032635358,0.404951003,0.207661479,NA,0.174626173,0.256994041,0.000916646,0.001833293,0.415963412,0.045987832,0.091975663,0.190939207,0.048089948,0.096179896,0.053570951,-0.020492926,-0.040985852,0.075478765,-0.044037994,-0.088075987,0,0.178616717,0.013910146,0.027820293,134.662968,6.625251698,1.913706441,4.587672918,1.339930868,0.267716712,0.02025905,0.018236676,1.110895973,0.592346839,1.259704311,3.054738322,0.75337496,0.341243397,0.124947242,0.181731725,0.067995289,0.016238609,0.183518452,0.139687655,NA,0.160395987,0.113366817,0.177398981,0.137213145,0.022302297,0.029624553,0,0.153172872
951,L224,CTL4,TN,1L WP,4,10.45,11.2,35,NA,NA,,1.334125391,2.668250783,4.574144199,47.99177376,-5.277588345,-9.047294306,3.6,3.462,4.782,0,0,136.213139,10.19755699,2.13248787,0.972029996,1.666337137,6.935240573,1.813981673,0.338076729,0.021210612,0.019808881,1.070762782,-0.031325129,-0.053700221,0.582174874,0.061647811,0.105681961,1.31369965,-0.047570602,-0.081549604,4.309532902,0.811659515,-0.012142981,-0.020816538,0.64824572,0.169360095,0.36871895,0.144581611,0.049822877,0.368723918,0.19914144,NA,0.159996938,0.256382944,-0.001222195,-0.002095192,0.385304858,-0.061317109,-0.105115044,0.158879242,-0.064119931,-0.109919881,0.067232902,0.027323902,0.046840974,0.104837427,0.058717325,0.100658271,0,0.169343286,-0.018546862,-0.031794621,134.662968,6.625251698,1.913706441,4.587672918,1.339930868,0.267716712,0.02025905,0.018236676,1.110895973,0.592346839,1.259704311,3.054738322,0.75337496,0.341243397,0.124947242,0.181731725,0.067995289,0.016238609,0.183518452,0.139687655,NA,0.160395987,0.113366817,0.177398981,0.137213145,0.022302297,0.029624553,0,0.153172872
1001,L222,YP,SN,1L WP,0.6,11.46,12.16,30,9.48,2.37,,36.76865542,19.87414945,39.7482989,137.7107756,64.1226984,128.2453968,10.31,10.04,5.087,0.048,0.096,136.0420169,10.60892661,2.085497662,0.035020392,0.070040785,7.253868624,1.951816183,0.403364563,0.021817633,0.019632067,1.111326321,-0.031117618,-0.062235237,0.573025974,0.015324065,0.030648129,1.358378854,0.032050593,0.064101187,4.212661618,0.808159425,0.011727596,0.023455193,0.651193343,0.202603615,0.418786233,0.126549526,0.030551139,0.515473926,0.253629416,NA,0.256040593,0.20903608,-0.008329319,-0.016658638,0.508660886,0.053910182,0.107820364,0.191705867,0.011725428,0.023450856,0.041224405,-0.000369318,-0.000738635,0.039474736,0.001453041,0.002906081,0,0.22538156,0.017240802,0.034481603,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1002,L222,YP,SN,1L WP,0.6,11.47,12.17,30,10.16,2.54,,102.2455044,59.16025883,118.3205177,224.7909833,116.370823,232.741646,10.31,10.04,5.398,0.2346,0.4692,136.7460451,10.88909935,2.017247008,-0.00593,-0.01186,7.561314363,2.036830815,0.454421544,0.021503678,0.019001197,1.13170123,-0.018892673,-0.037785346,0.53864018,-0.005307412,-0.010614825,1.312521662,0.004536278,0.009072556,2.666601653,0.727267891,-0.036807324,-0.073614648,0.6648051,0.446276848,0.394071317,0.135533133,0.034107026,0.434157914,0.359479482,NA,0.454175367,0.239497036,0.009947255,0.019894509,0.394058192,-0.014851435,-0.029702869,0.211732212,0.023741235,0.04748247,0.04295048,0.000666327,0.001332655,0.082636898,0.027350338,0.054700676,0,0.403154569,0.123904607,0.247809213,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1003,L222,YP,SN,1L WP,0.7,11.49,12.18,29,29.38,7.345,,91.4610822,61.47120644,127.1818064,586.305785,388.8263213,804.4682511,10.31,10.04,17.94,9.0531,18.73055172,135.385101,12.45321255,0.694159005,-0.933079936,-1.930510212,9.146484512,2.627175526,0.706171266,0.020341272,0.016271808,1.250092905,0.060832721,0.125860801,0.764611313,0.151987812,0.314457543,1.490653601,0.129984682,0.268933825,2.654226478,0.726344274,-0.04358841,-0.090182918,0.727597426,0.46895254,0.422233981,0.184503179,0.038261103,0.453545355,0.458456127,NA,0.551233544,0.335873961,0.079068978,0.163590989,0.477730211,0.04124374,0.085331875,0.107492126,-0.045269953,-0.093661971,0.06208502,0.01417156,0.029320469,0.16336605,0.088419134,0.18293614,0,0.489231877,0.20480949,0.423743773,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1004,L222,YP,SN,1L WP,0.7,11.52,12.19,27,19.55,4.8875,,47.5530776,30.73560322,68.30134049,182.5702766,106.2114654,236.0254788,10.31,10.04,5.264,0.1799,0.399777778,136.4703549,10.47206496,1.989374042,-0.02642941,-0.058732022,7.301765263,1.847520928,0.450919844,0.020186196,0.017035223,1.184968067,0.015245334,0.03387852,0.576395656,0.020236852,0.044970782,1.245675639,-0.041499891,-0.092221981,3.269423516,0.76577634,-0.015985964,-0.035524364,0.645722844,0.273063593,0.37420711,0.130992613,0.032266507,0.443692682,0.312988577,NA,0.313278339,0.236919306,0.00980072,0.021779377,0.432128763,0.009322726,0.020717168,0.172077005,-6.05374E-05,-0.000134527,0.048433199,0.004615285,0.010256189,0.05921601,0.015514106,0.034475792,0,0.291920799,0.066691735,0.148203857,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1005,L222,YP,SN,1L WP,0.7,11.53,12.24,31,19.65,4.9125,,59.10781565,38.82391985,75.14307069,301.3160143,189.3334819,366.4519004,10.31,10.04,5.602,0.4165,0.806129032,136.0420169,10.5898307,1.890366067,-0.095734993,-0.185293534,7.288676806,1.945528164,0.433420631,0.021700721,0.018430504,1.177435018,0.0099722,0.019301032,0.558700424,0.00785019,0.015193915,1.307344333,0.001668194,0.003228763,3.168919832,0.760129712,-0.019938604,-0.038590846,0.694997718,0.333983168,0.406023103,0.150305538,0.038581466,0.441429714,0.29987604,NA,0.334567114,0.265697291,0.029945309,0.057958662,0.432936744,0.009888313,0.01913867,0.181935792,0.006840613,0.013239897,0.058062233,0.011355609,0.021978598,0.092855466,0.039061726,0.07560334,0,0.310744625,0.079868414,0.154584027,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1006,L222,YP,SN,1L WP,0.7,11.55,12.25,30,23.84,5.96,,58.33749978,38.28469875,76.56939749,375.2022512,241.0538477,482.1076953,10.31,10.04,5.97,0.6741,1.3482,139.6308737,11.28053262,1.889536451,-0.096315723,-0.192631446,7.786340441,2.01860947,0.464684037,0.018695937,0.017641477,1.05977164,-0.072392165,-0.144784329,0.545199631,-0.001600365,-0.00320073,1.26434599,-0.028430646,-0.056861291,2.485273775,0.713078494,-0.052874456,-0.105748912,0.713878705,0.54918044,0.44987582,0.144616202,0.03829351,0.500814595,0.3635838,NA,0.471454938,0.246198241,0.016295974,0.032591948,0.460379345,0.029098133,0.058196267,0.199641004,0.019234262,0.038468523,0.049374289,0.005274048,0.010548097,0.076059893,0.027304824,0.054609649,0,0.426928212,0.161196925,0.32239385,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1007,L222,YP,SN,1L WP,0.3,11.55,12.26,31,2.04,0.51,,33.68739194,9.012695681,17.44392712,145.6271581,34.43626395,66.65083346,10.31,10.04,5.772,0.2295,0.444193548,137.2924599,10.52276494,1.823070849,-0.061217848,-0.118486157,7.282468927,1.970474579,0.434066667,0.021108518,0.020338951,1.037837084,-0.03760558,-0.072784994,0.568231574,0.006223712,0.012045894,1.352205982,0.014173435,0.027432455,3.661587097,0.785480786,-0.000939794,-0.001818955,0.64661638,0.238846154,0.372364433,0.135377653,0.033944667,0.490970373,0.268725745,NA,0.235583337,0.251159705,0.008472428,0.016398248,0.457276162,0.011539674,0.022334852,0.159166358,-0.003899139,-0.00754672,0.052597247,0.003227194,0.006246181,0.056248928,0.005758778,0.011146022,0,0.237235912,0.012176706,0.023567819,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1008,L222,YP,SN,1L WP,0.3,11.56,12.27,31,2.31,0.5775,,22.90296975,5.777369026,11.18200457,259.0953076,68.47670878,132.5355654,10.31,10.04,6.686,0.5037,0.974903226,137.2924599,11.42382917,1.708619379,-0.095553289,-0.184941849,8.110213094,2.279790655,0.530209035,0.020386086,0.017943529,1.136124661,-0.008119307,-0.015714788,0.613681318,0.019858635,0.038436068,1.391494901,0.025960111,0.050245376,2.419076934,0.707523399,-0.02432701,-0.047084535,0.705621519,0.585767419,0.435477884,0.164777066,0.035461016,0.640509935,0.388872222,NA,0.443441951,0.296305471,0.022016158,0.042611918,0.562645485,0.043150471,0.08351704,0.118993174,-0.015951094,-0.030873085,0.056231753,0.004317546,0.00835654,0.070014159,0.009888347,0.019138737,0,0.421745154,0.067529479,0.130702217,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1009,L222,YP,SN,1L WP,0.3,11.57,12.28,31,2.95,0.7375,,21.36233801,5.315179504,10.2874442,111.3228339,24.14496668,46.73219357,10.31,10.04,4.93,-0.0231,-0.044709677,136.4703549,10.33267216,2.095876705,0.020623909,0.039917243,7.057028935,1.841236017,0.365340189,0.021338699,0.01859372,1.147629377,-0.004667892,-0.00903463,0.517865414,-0.008886136,-0.017198973,1.337127131,0.00964978,0.018676993,3.60505794,0.782847466,-0.00172979,-0.00334798,0.644808165,0.259792384,0.380964977,0.134606225,0.028269509,0.534478028,0.238748101,NA,0.20895256,0.243509394,0.006177335,0.011956131,0.48429994,0.019646807,0.038026078,0.156911184,-0.004575691,-0.008856176,0.047292938,0.001635901,0.00316626,0.041498277,0.001333583,0.002581128,0,0.213765614,0.005135617,0.009939904,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1010,L222,YP,SN,1L WP,0.3,11.58,12.28,30,3.09,0.7725,,80.67666001,23.1094761,46.21895221,145.6271581,34.43626395,68.87252791,10.31,10.04,4.965,-0.0126,-0.0252,136.1236315,10.24050027,2.062537818,0.010622243,0.021244486,7.061320265,1.813972505,0.384748527,0.02179584,0.017922223,1.216134883,0.015883759,0.031767519,0.580361901,0.00986281,0.01972562,1.315770024,0.003242648,0.006485295,3.903131315,0.796048701,0.002230581,0.004461162,0.626661814,0.209222516,0.355145083,0.130646269,0.033696458,0.373599938,0.223920997,NA,0.190257644,0.234023093,0.003331444,0.006662889,0.388598952,-0.009063489,-0.018126979,0.179627899,0.002239324,0.004478647,0.049784848,0.002383474,0.004766948,0.066244351,0.008757405,0.01751481,0,0.20091529,0.00128052,0.00256104,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1011,L222,YP,SN,1L WP,0.5,11.58,12.29,31,11.54,2.885,,54.48592043,25.42042371,49.20082009,253.8177192,111.4890538,215.7852654,10.31,10.04,8.75,1.8715,3.622258065,136.1236315,11.76610364,1.344697558,-0.341216392,-0.660418823,8.261513061,2.305628796,0.640160269,0.020221542,0.01723025,1.17360696,0.005208971,0.01008188,0.642368322,0.047441228,0.091821731,1.414182247,0.054610524,0.105697789,2.854512262,0.740563804,-0.024024814,-0.04649964,0.714512341,0.475661888,0.446428485,0.163037978,0.043132249,0.582989174,0.353726051,NA,0.368592463,0.301031605,0.039056663,0.075593542,0.567721066,0.074455242,0.14410692,0.100543086,-0.035810201,-0.069310066,0.060573324,0.009366695,0.018129087,0.098801979,0.030874489,0.059757075,0,0.358708577,0.081030843,0.15683389,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1012,L222,YP,SN,1L WP,0.4,11.59,12.3,31,6.86,1.715,,503.5800727,199.9739999,387.0464514,177.2926882,58.58123063,113.383027,10.31,10.04,5.239,0.0928,0.179612903,132.998886,10.44445808,1.993597649,-0.013413077,-0.025960794,7.208261598,1.899788962,0.40495541,0.020039676,0.018794725,1.066239371,-0.038779859,-0.075057791,0.393599854,-0.061554405,-0.119137559,1.286824351,-0.007254739,-0.01404143,-9.000286165,1.124995529,0.134552839,0.26042485,0.612484559,0.179183498,0.33818498,0.131412979,0.031216096,0.338073969,0.014793887,NA,-0.370835212,0.223804711,0.000354573,0.00068627,0.288594698,-0.052086354,-0.100812298,0.237294009,0.026052209,0.05042363,0.037864934,-0.00159,-0.00307742,0.086256445,0.019681377,0.038092989,0,0,-0.078658756,-0.152242754,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1013,L222,YP,SN,1L WP,0.4,12,12.31,31,6.83,1.7075,,35.99833955,12.94130662,25.04769023,190.4866591,63.85881898,123.5977142,10.31,10.04,4.907,-0.04,-0.077419355,132.998886,10.16995311,2.072539864,0.018163809,0.035155759,7.016322292,1.817653519,0.359813795,0.020551436,0.019338708,1.0627099,-0.040191647,-0.077790285,0.392040717,-0.06217806,-0.120344633,1.231402763,-0.029423374,-0.056948466,-8.232188528,1.138270732,0.13986292,0.270702426,0.606728865,0.175979986,0.344921587,0.12885222,0.0295428,0.337994256,0.00988697,NA,-0.398220525,0.220762549,-0.000862292,-0.001668952,0.293368087,-0.050176998,-0.097116771,0.23246431,0.024120329,0.046684508,0.039733957,-0.000842391,-0.001630434,0.085786388,0.019493355,0.037729074,0,0,-0.078658756,-0.152242754,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1014,L222,YP,SN,1L WP,0.4,12.01,12.31,30,7.6,1.9,,45.24212999,16.63882279,33.27764559,269.6504843,95.52434905,191.0486981,10.31,10.04,10.82,2.3252,4.6504,137.2924599,10.74337028,0.992917771,-0.413685028,-0.827370057,7.447860829,2.1040589,0.557439109,0.019893023,0.017049618,1.166772357,0.001433336,0.002866672,0.571482181,0.009598526,0.019197051,1.266442527,-0.015407469,-0.030814937,4.178208037,0.806883,0.007307828,0.014615655,0.6403939,0.163838602,0.359947264,0.132928659,0.033844772,0.384791628,0.21747914,NA,0.203132491,0.239997984,0.006831882,0.013663765,0.383206151,-0.014241773,-0.028483545,0.190020434,0.007142779,0.014285557,0.055761099,0.005568466,0.011136932,0.074746642,0.015077456,0.030154912,0,0.197538689,0.000356719,0.000713439,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1015,L222,YP,SN,1L WP,0.4,12.02,12.32,30,4.41,1.1025,,123.0440329,47.75958395,95.5191679,153.5435407,49.08157161,98.16314322,10.31,10.04,4.96,-0.0188,-0.0376,136.4703549,10.04813303,2.025833272,-0.000518828,-0.001037656,6.84412387,1.837621383,0.380764391,0.020820559,0.019207363,1.083988406,-0.031680245,-0.063360489,0.595824795,0.019335571,0.038671142,1.215324583,-0.035854646,-0.071709292,3.50152834,0.777853226,-0.004304082,-0.008608165,0.629927507,0.269473752,0.356739963,0.139762914,0.036061285,0.382796985,0.250112683,NA,0.225785867,0.234229247,0.004524387,0.009048775,0.379573772,-0.015694724,-0.031389448,0.183741408,0.004631169,0.009262337,0.057083689,0.006097502,0.012195004,0.069181262,0.012851304,0.025702609,0,0.230850069,0.013681271,0.027362542,135.3255103,38.59458742,3.844082412,28.51380935,9.711345813,2.119792731,0.014885588,0.01775268,0.838498069,0.423811363,1.284469147,11.87952797,0.922357403,2.430717978,0.1954155,1.460270908,0.608035273,0.151847053,1.39577564,0.484469853,NA,0.277898731,1.120346267,1.456701973,0.680522703,0.247083291,0.291133795,0,0.212900365
1101,L378,WS,TN,1L WP,0.5,9.24,9.56,32,12.97,3.2425,,61.50386618,29.6802368,55.650444,307.3375547,153.6687773,288.1289575,7.70,7.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.45539,22.12264322,3.053926452,15.67245674,4.646480674,0.902375314,0.018334854,0.018665697,0.982275329,0.48052262,1.25686728,8.169139798,0.890938515,1.385547476,0.172205462,0.789922329,0.328643558,0.073958674,0.768515423,0.333098453,NA,0.242703107,0.574644398,0.801096181,0.45728571,0.12416701,0.143091253,0,0.219020838
1102,L378,WS,TN,1L WP,0.5,9.24,9.56,32,9.06,2.265,dead after experiment,66.77386049,32.31523395,60.59106366,233.4997127,116.7498563,218.9059806,7.70,7.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.45539,22.12264322,3.053926452,15.67245674,4.646480674,0.902375314,0.018334854,0.018665697,0.982275329,0.48052262,1.25686728,8.169139798,0.890938515,1.385547476,0.172205462,0.789922329,0.328643558,0.073958674,0.768515423,0.333098453,NA,0.242703107,0.574644398,0.801096181,0.45728571,0.12416701,0.143091253,0,0.219020838
1103,L378,WS,TN,1L WP,0.5,9.25,9.57,32,9.76,2.44,,54.72815922,26.29238332,49.29821872,190.4276382,95.21381909,178.5259108,7.70,7.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.45539,22.12264322,3.053926452,15.67245674,4.646480674,0.902375314,0.018334854,0.018665697,0.982275329,0.48052262,1.25686728,8.169139798,0.890938515,1.385547476,0.172205462,0.789922329,0.328643558,0.073958674,0.768515423,0.333098453,NA,0.242703107,0.574644398,0.801096181,0.45728571,0.12416701,0.143091253,0,0.219020838
1104,L378,WS,TN,1L WP,0.6,9.26,9.58,32,18.97,4.7425,,62.25672251,36.06799796,67.62749617,208.8870987,125.3322592,234.997986,7.70,7.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.45539,22.12264322,3.053926452,15.67245674,4.646480674,0.902375314,0.018334854,0.018665697,0.982275329,0.48052262,1.25686728,8.169139798,0.890938515,1.385547476,0.172205462,0.789922329,0.328643558,0.073958674,0.768515423,0.333098453,NA,0.242703107,0.574644398,0.801096181,0.45728571,0.12416701,0.143091253,0,0.219020838
1105,L378,WS,TN,4L WP,2,9.3,9.59,29,83.2,20.8,,80.32527441,156.3637636,323.5112351,221.1934057,442.3868114,915.283058,7.70,7.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.45539,22.12264322,3.053926452,15.67245674,4.646480674,0.902375314,0.018334854,0.018665697,0.982275329,0.48052262,1.25686728,8.169139798,0.890938515,1.385547476,0.172205462,0.789922329,0.328643558,0.073958674,0.768515423,0.333098453,NA,0.242703107,0.574644398,0.801096181,0.45728571,0.12416701,0.143091253,0,0.219020838
1106,L378,WS,TN,4L WP,2,9.32,10.02,30,26.48,6.62,,58.49244087,112.6980966,225.3961931,98.13033568,196.2606714,392.5213427,7.70,7.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.45539,22.12264322,3.053926452,15.67245674,4.646480674,0.902375314,0.018334854,0.018665697,0.982275329,0.48052262,1.25686728,8.169139798,0.890938515,1.385547476,0.172205462,0.789922329,0.328643558,0.073958674,0.768515423,0.333098453,NA,0.242703107,0.574644398,0.801096181,0.45728571,0.12416701,0.143091253,0,0.219020838
1107,L378,WS,TN,4L WP,5,9.35,10.05,30,256,64,,36.65960733,172.5810737,345.1621474,202.7339452,1013.669726,2027.339452,7.70,7.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.45539,22.12264322,3.053926452,15.67245674,4.646480674,0.902375314,0.018334854,0.018665697,0.982275329,0.48052262,1.25686728,8.169139798,0.890938515,1.385547476,0.172205462,0.789922329,0.328643558,0.073958674,0.768515423,0.333098453,NA,0.242703107,0.574644398,0.801096181,0.45728571,0.12416701,0.143091253,0,0.219020838
1108,L378,WS,TN,4L WP,5,9.37,10.08,31,230,57.5,,18.59105543,82.2383142,159.1709307,202.7339452,1013.669726,1961.941405,7.70,7.244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,133.45539,22.12264322,3.053926452,15.67245674,4.646480674,0.902375314,0.018334854,0.018665697,0.982275329,0.48052262,1.25686728,8.169139798,0.890938515,1.385547476,0.172205462,0.789922329,0.328643558,0.073958674,0.768515423,0.333098453,NA,0.242703107,0.574644398,0.801096181,0.45728571,0.12416701,0.143091253,0,0.219020838
